time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.529357634767888e-07,5.861003759233751e-08,10.002217166100477,7.156260633411904e-05,0.0002541165502014664,0.0,-2.199944404981618e-05,5.564317185120775e-06,0.07390296678750141,0.00347753752704269,0.011587363530315718,0.0,427.8238207334822,428.8090386522482,428.61573297396814,428.9110970976234
0.12000000000000001,-1.073948318148976e-05,2.9429370904771094e-06,10.012632413752568,6.283127961235814,0.00106253914426091,0.0,-0.00041558610122695023,9.924818949407542e-05,0.27324469120692363,-0.01684198717596615,0.017001997678413087,0.0,466.4769922006347,466.8994258844875,468.84972175070294,467.2686779081711
0.18,-6.575142162345196e-05,3.277969086092913e-06,10.035217665702978,6.282304504078397,0.002286176893427694,0.0,-0.0015510393629612072,-0.0001952958756358421,0.47953246567376084,-0.008122609887774721,0.026435737012490034,0.0,468.6179324427485,469.3505022993614,469.71791886679347,470.3936286189792
0.23999999999999996,-0.00020599427515427952,-2.5591791230004234e-05,10.064245340937303,6.282085062621132,0.004666385969937181,0.0,-0.003306446700027118,-0.0007971973129038487,0.48805245184633034,0.004040675905875618,0.05788943745432888,0.0,406.2959874133096,409.1066944173157,405.93062173886136,407.0205429990517
0.3,-0.0005327269636245974,-9.854875630451505e-05,10.100002934574903,6.282605933003129,0.007663069912662301,0.0,-0.00798016348944228,-0.0015875424580578848,0.7037568908431349,0.016639589750516944,0.025106189389752977,0.0,473.2353676385227,470.7068041104167,472.48495802670845,473.4550302556544
0.36000000000000004,-0.0011809386514430543,-0.00020230805619282129,10.14591170391112,0.00026058822152030814,0.008964394040383183,0.0,-0.01377529596045227,-0.0017735815789999816,0.8264530541183839,0.008113301748478645,0.013786835138180437,0.0,444.96835770953726,444.0408866948125,444.99725099194933,444.29874400075767
0.4200000000000001,-0.0021872791097506538,-0.0003018704310693748,10.197540473811596,0.0004254667012775215,0.010005410509404733,0.0,-0.019860581681439397,-0.001510514548057755,0.8944539124165503,-0.011040751901406777,0.02366378899614696,0.0,426.38302880755117,427.2258366439904,428.70127390263315,427.0708421292856
0.48000000000000015,-0.003573605614055505,-0.00038680406529169634,10.252487644180189,6.282889249314874,0.011659566089753604,0.0,-0.026494597627968887,-0.0013852526798068716,0.9370826060396901,-0.014071217466054496,0.03441572628991411,0.0,418.5366396418687,419.47149614372296,419.4098057276484,419.1466645364095
0.5400000000000001,-0.005412559213071317,-0.00047923507540408657,10.311729963888217,6.282090088761258,0.013995457770517916,0.0,-0.03502873942210012,-0.0017795749822437344,1.0375722014064561,-0.01185650784109073,0.04670293689097543,0.0,437.19367312577356,438.21687863084566,438.15046234940615,438.3346398426377
0.6000000000000002,-0.007779034943523183,-0.0006084659234382803,10.374565216711735,6.281126987366196,0.01677878488888318,0.0,-0.04410510380592162,-0.0026019653620671023,1.056914370234504,-0.026142134195621648,0.04575317143828474,0.0,412.425746205365,412.3433195368776,411.53733664474777,410.2710991755431
